parameter,snr,D_true,Dstar_true,f_true,crlb_unbiased_sd,bayes_floor_sd,npe_claimed_sd,npe_achieved_sd,claimed_below_unbiased,claimed_below_bayes
f,100.0,2.142857142857143,120.0,0.08142857142857143,0.01352892997481424,0.009395821626516669,0.075108424,0.040530264,0,0
D,100.0,2.142857142857143,120.0,0.14285714285714285,0.05467096521695197,0.047449824139457926,0.3627073,0.15665732,0,0
Dstar,100.0,2.142857142857143,120.0,0.14285714285714285,823.5672110640919,118.74608886338372,37.313362,8.69771,1,1
f,100.0,2.142857142857143,120.0,0.14285714285714285,0.013528929974814245,0.009466323229947175,0.09694159,0.039018378,0,0
D,100.0,2.142857142857143,120.0,0.20428571428571426,0.058891524470684346,0.05129057234851141,0.18735115,0.046212856,0,0
Dstar,100.0,2.142857142857143,120.0,0.20428571428571426,575.9211266182461,117.47698107861997,35.192413,5.2715964,1,1
f,100.0,2.142857142857143,120.0,0.20428571428571426,0.013528929974814245,0.009570657528189532,0.056266278,0.007942319,0,0
D,100.0,2.142857142857143,120.0,0.26571428571428574,0.06381824733496338,0.05582841206645487,0.16269965,0.031814978,0,0
Dstar,100.0,2.142857142857143,120.0,0.26571428571428574,442.7780704645655,115.8218207042314,35.782562,4.478998,1,1
f,100.0,2.142857142857143,120.0,0.26571428571428574,0.013528929974814244,0.009703392074369502,0.037727766,0.004696295,0,0
D,100.0,2.142857142857143,120.0,0.3271428571428572,0.06964454167764583,0.06124296096054685,0.23749909,0.15515476,0,0
Dstar,100.0,2.142857142857143,120.0,0.3271428571428572,359.63633670921047,113.83048002151784,32.845463,6.19221,1,1
f,100.0,2.142857142857143,120.0,0.3271428571428572,0.013528929974814247,0.009858279002964685,0.058471628,0.03232257,0,0
D,100.0,2.142857142857143,120.0,0.38857142857142857,0.07664154002376444,0.06778528519079219,0.12289597,0.0774225,0,0
Dstar,100.0,2.142857142857143,120.0,0.38857142857142857,302.7820628912103,111.55802603649632,33.94472,5.626308,1,1
f,100.0,2.142857142857143,120.0,0.38857142857142857,0.013528929974814245,0.010028909955628409,0.035923652,0.004786487,0,0
D,100.0,2.142857142857143,120.0,0.45,0.08520150423421083,0.07581895050718233,0.0976068,0.075943865,0,0
Dstar,100.0,2.142857142857143,120.0,0.45,261.4499082743148,109.06109436798438,30.658112,5.0400763,1,1
f,100.0,2.142857142857143,120.0,0.45,0.013528929974814242,0.01020924628052014,0.01713305,0.007089325,0,0
D,100.0,2.4,10.0,0.02,0.1466639326201639,0.07858212658195259,0.15147424,0.07684497,0,0
Dstar,100.0,2.4,10.0,0.02,36.82175223443568,9.650446626557883,17.941422,2.8565478,1,0
f,100.0,2.4,10.0,0.02,0.0847130669776847,0.03260528928791862,0.13905121,0.030840917,0,0
D,100.0,2.4,10.0,0.08142857142857143,0.15647194055588165,0.1266922716779651,0.19134218,0.088252336,0,0
Dstar,100.0,2.4,10.0,0.08142857142857143,9.04393914529994,6.707632339231542,22.77962,6.857458,0,0
f,100.0,2.4,10.0,0.08142857142857143,0.08471306697768421,0.06498439994719524,0.13680877,0.03460388,0,0
D,100.0,2.4,10.0,0.14285714285714285,0.16768576296238735,0.1536208079583295,0.21626265,0.092732914,0,0
Dstar,100.0,2.4,10.0,0.14285714285714285,5.155045312820994,4.582045424140095,18.59763,9.56839,0,0
f,100.0,2.4,10.0,0.14285714285714285,0.0847130669776847,0.07614569229161063,0.12213029,0.048466068,0,0
D,100.0,2.4,10.0,0.20428571428571426,0.1806309834424274,0.1724964703371208,0.21502645,0.15762624,0,0
Dstar,100.0,2.4,10.0,0.20428571428571426,3.6049267921824995,3.391297431269453,13.24013,9.720292,0,0
f,100.0,2.4,10.0,0.20428571428571426,0.08471306697768435,0.0801334876953644,0.10505888,0.06538484,0,0
D,100.0,2.4,10.0,0.26571428571428574,0.1957421357537581,0.19032270502435078,0.22558437,0.12992787,0,0
Dstar,100.0,2.4,10.0,0.26571428571428574,2.7715297380757824,2.670848428730312,7.1090593,6.9362392,0,0
f,100.0,2.4,10.0,0.26571428571428574,0.084713066977684,0.08190274575029771,0.09696045,0.051423598,0,0
D,100.0,2.4,10.0,0.3271428571428572,0.2136124368947628,0.20963196801032907,0.25057012,0.11689515,0,0
Dstar,100.0,2.4,10.0,0.3271428571428572,2.2511114903148637,2.1961540436141282,7.53198,7.9313316,0,0
f,100.0,2.4,10.0,0.3271428571428572,0.08471306697768546,0.08282337946162134,0.09462275,0.037811033,0,0
D,100.0,2.4,10.0,0.38857142857142857,0.23507349947998257,0.23193275426919832,0.24129142,0.08322451,0,0
Dstar,100.0,2.4,10.0,0.38857142857142857,1.895237247360663,1.8620898505459553,6.0510907,6.4235587,0,0
f,100.0,2.4,10.0,0.38857142857142857,0.08471306697768484,0.08335887655299662,0.08390367,0.027725259,0,0
D,100.0,2.4,10.0,0.45,0.2613284617595645,0.25870633666182846,0.2084429,0.035732605,1,1
Dstar,100.0,2.4,10.0,0.45,1.6365223215304705,1.6150381989210485,2.805017,1.8351984,0,0
f,100.0,2.4,10.0,0.45,0.08471306697768456,0.08369641395779741,0.06893066,0.018256042,1,1
D,100.0,2.4,25.71428571428572,0.02,0.07117150023418604,0.05546239451156412,0.16752936,0.07439218,0,0
Dstar,100.0,2.4,25.71428571428572,0.02,65.22910571804137,23.92253894313027,17.77353,5.7750406,1,1
f,100.0,2.4,25.71428571428572,0.02,0.024987171813495353,0.014899306309070747,0.14149344,0.026037155,0,0
D,100.0,2.4,25.71428571428572,0.08142857142857143,0.07593102513320617,0.07095035403153077,0.13343196,0.15202753,0,0
Dstar,100.0,2.4,25.71428571428572,0.08142857142857143,16.021183860571554,13.597864743933659,33.691246,16.293755,0,0
f,100.0,2.4,25.71428571428572,0.08142857142857143,0.02498717181349533,0.022234122564619978,0.06252698,0.061667737,0,0
D,100.0,2.4,25.71428571428572,0.14285714285714285,0.08137274860108594,0.07927813914107115,0.11229281,0.09903047,0,0
Dstar,100.0,2.4,25.71428571428572,0.14285714285714285,9.132074800525778,8.605513430641617,32.651733,13.97358,0,0
f,100.0,2.4,25.71428571428572,0.14285714285714285,0.024987171813495315,0.023922616519627373,0.037838876,0.038310103,0,0
D,100.0,2.4,25.71428571428572,0.20428571428571426,0.08765466635664561,0.08649165173089021,0.25850517,0.12551557,0,0
Dstar,100.0,2.4,25.71428571428572,0.20428571428571426,6.386066294073979,6.197797363048452,33.28221,11.327688,0,0
f,100.0,2.4,25.71428571428572,0.20428571428571426,0.024987171813495343,0.024440769337528586,0.09067863,0.03936832,0,0
D,100.0,2.4,25.71428571428572,0.26571428571428574,0.09498764428142334,0.0942265868746629,0.20004377,0.07403129,0,0
Dstar,100.0,2.4,25.71428571428572,0.26571428571428574,4.909717634691283,4.822599172918521,32.14474,8.952076,0,0
f,100.0,2.4,25.71428571428572,0.26571428571428574,0.024987171813495336,0.024657791549009128,0.054681506,0.013536006,0,0
D,100.0,2.4,25.71428571428572,0.3271428571428572,0.10365955235807127,0.10310574035543811,0.24117318,0.04996976,0,0
Dstar,100.0,2.4,25.71428571428572,0.3271428571428572,3.9878055897492475,3.940699787853055,31.412573,8.737543,0,0
f,100.0,2.4,25.71428571428572,0.3271428571428572,0.024987171813495315,0.024767729047065666,0.04715888,0.0068114665,0,0
D,100.0,2.4,25.71428571428572,0.38857142857142857,0.1140739466370363,0.11363931706711261,0.18303435,0.09970932,0,0
Dstar,100.0,2.4,25.71428571428572,0.38857142857142857,3.3573804413697723,3.329124287671005,35.87868,6.290525,0,0
f,100.0,2.4,25.71428571428572,0.38857142857142857,0.02498717181349531,0.02483075450588653,0.031098442,0.019691618,0,0
D,100.0,2.4,25.71428571428572,0.45,0.12681467314454958,0.1264530416483053,0.1628577,0.09398195,0,0
Dstar,100.0,2.4,25.71428571428572,0.45,2.8990713652462814,2.8808205787504995,35.80848,3.7333772,0,0
f,100.0,2.4,25.71428571428572,0.45,0.024987171813495336,0.02487013728219871,0.036242686,0.012338841,0,0
D,100.0,2.4,41.42857142857143,0.02,0.06120811090801309,0.05063865083683917,0.1750633,0.06534848,0,0
Dstar,100.0,2.4,41.42857142857143,0.02,132.5943824853479,39.54335092927275,21.846706,6.070041,1,1
f,100.0,2.4,41.42857142857143,0.02,0.018232740144269448,0.011677450653057175,0.13737833,0.026100582,0,0
D,100.0,2.4,41.42857142857143,0.08142857142857143,0.06530134383032186,0.06082909574462672,0.08829485,0.09920181,0,0
Dstar,100.0,2.4,41.42857142857143,0.08142857142857143,32.56704131219069,25.603251109193817,36.20117,14.877903,0,0
f,100.0,2.4,41.42857142857143,0.08142857142857143,0.018232740144269437,0.015818853269781098,0.03959086,0.049462836,0,0
D,100.0,2.4,41.42857142857143,0.14285714285714285,0.06998127347149491,0.0679247340042691,0.17494968,0.21987236,0,0
Dstar,100.0,2.4,41.42857142857143,0.14285714285714285,18.563213547948692,16.940359091434384,32.444065,10.802984,0,0
f,100.0,2.4,41.42857142857143,0.14285714285714285,0.018232740144269434,0.017217689185116188,0.04861038,0.05350984,0,0
D,100.0,2.4,41.42857142857143,0.20428571428571426,0.07538377752764269,0.07420747063893468,0.32438886,0.120430805,0,0
Dstar,100.0,2.4,41.42857142857143,0.20428571428571426,12.981268215348742,12.387391197771507,31.034292,7.1075425,0,0
f,100.0,2.4,41.42857142857143,0.20428571428571426,0.01823274014426944,0.01769723091561308,0.08860909,0.024737054,0,0
D,100.0,2.4,41.42857142857143,0.26571428571428574,0.08169020249590851,0.08091053454777858,0.14033483,0.037485003,0,0
Dstar,100.0,2.4,41.42857142857143,0.26571428571428574,9.980222337606827,9.702652089488074,33.546,6.340425,0,0
f,100.0,2.4,41.42857142857143,0.26571428571428574,0.01823274014426944,0.0179060990357737,0.0316574,0.0034690965,0,0
D,100.0,2.4,41.42857142857143,0.3271428571428572,0.08914811907196811,0.08857702803966515,0.17004731,0.07188317,0,0
Dstar,100.0,2.4,41.42857142857143,0.3271428571428572,8.106206789497246,7.955349484838868,34.459187,6.307844,0,0
f,100.0,2.4,41.42857142857143,0.3271428571428572,0.01823274014426944,0.01801380472202809,0.030730816,0.013236751,0,0
D,100.0,2.4,41.42857142857143,0.38857142857142857,0.09810458897873117,0.09765469771521909,0.18214425,0.101127684,0,0
Dstar,100.0,2.4,41.42857142857143,0.38857142857142857,6.8247108632164295,6.733951442708571,36.49437,4.2494464,0,0
f,100.0,2.4,41.42857142857143,0.38857142857142857,0.018232740144269427,0.018076140336890735,0.037554175,0.018517142,0,0
D,100.0,2.4,41.42857142857143,0.45,0.10906172489064148,0.10868650420662751,0.14363542,0.08922506,0,0
Dstar,100.0,2.4,41.42857142857143,0.45,5.893083666015458,5.834352642962617,36.503773,5.3864636,0,0
f,100.0,2.4,41.42857142857143,0.45,0.018232740144269437,0.018115313049303423,0.030201523,0.005656352,0,0
D,100.0,2.4,57.142857142857146,0.02,0.05778536255598972,0.048838845501756795,0.18878949,0.07218028,0,0
Dstar,100.0,2.4,57.142857142857146,0.02,274.84218787740133,55.946445632631665,20.366322,5.606017,1,1
f,100.0,2.4,57.142857142857146,0.02,0.015995030117138737,0.010531937807788196,0.13581155,0.027398065,0,0
D,100.0,2.4,57.142857142857146,0.08142857142857143,0.06164970250918965,0.05604300379296372,0.12746362,0.1818751,0,0
Dstar,100.0,2.4,57.142857142857146,0.08142857142857143,67.50509877690556,43.61469457769042,36.39675,12.055326,1,1
f,100.0,2.4,57.142857142857146,0.08142857142857143,0.015995030117138733,0.012952496702194163,0.03898152,0.042601705,0,0
D,100.0,2.4,57.142857142857146,0.14285714285714285,0.06606793118901491,0.0629217194809676,0.19471018,0.17447458,0,0
Dstar,100.0,2.4,57.142857142857146,0.14285714285714285,38.47790630283619,31.916564182901592,32.45258,12.110916,1,0
f,100.0,2.4,57.142857142857146,0.14285714285714285,0.01599503011713874,0.014445645912498232,0.053180933,0.0451969,0,0
D,100.0,2.4,57.142857142857146,0.20428571428571426,0.07116832803125485,0.0692168826238609,0.27200034,0.086210795,0,0
Dstar,100.0,2.4,57.142857142857146,0.20428571428571426,26.907626785200122,24.343754272028274,33.08741,8.286524,0,0
f,100.0,2.4,57.142857142857146,0.20428571428571426,0.015995030117138737,0.015112999296960805,0.06713892,0.014594221,0,0
D,100.0,2.4,57.142857142857146,0.26571428571428574,0.07712209866421975,0.07577875262858452,0.12606296,0.042193003,0,0
Dstar,100.0,2.4,57.142857142857146,0.26571428571428574,20.687046399374303,19.45160751434578,33.512917,3.817996,0,0
f,100.0,2.4,57.142857142857146,0.26571428571428574,0.01599503011713874,0.015437703226259569,0.028093867,0.003348163,0,0
D,100.0,2.4,57.142857142857146,0.3271428571428572,0.08416296966753493,0.08315891903472432,0.20078108,0.10198138,0,0
Dstar,100.0,2.4,57.142857142857146,0.3271428571428572,16.80257917154418,16.120131179538824,32.942207,7.0233545,0,0
f,100.0,2.4,57.142857142857146,0.3271428571428572,0.015995030117138733,0.015614401349318841,0.035264082,0.023171348,0,0
D,100.0,2.4,57.142857142857146,0.38857142857142857,0.09261859512478722,0.09181815162629284,0.19566879,0.09767406,0,0
Dstar,100.0,2.4,57.142857142857146,0.38857142857142857,14.146289081925053,13.731763486913374,35.106693,3.9440713,0,0
f,100.0,2.4,57.142857142857146,0.38857142857142857,0.015995030117138726,0.015719751770804407,0.039275564,0.009034242,0,0
D,100.0,2.4,57.142857142857146,0.45,0.102963009645218,0.10229034648554186,0.12737763,0.10401645,0,0
Dstar,100.0,2.4,57.142857142857146,0.45,12.215208350106714,11.945330297011797,35.408848,5.3468895,0,0
f,100.0,2.4,57.142857142857146,0.45,0.015995030117138723,0.01578715923200388,0.021637883,0.007402607,0,0
D,100.0,2.4,72.85714285714286,0.02,0.05641814818476995,0.04811664298438751,0.19594488,0.072121054,0,0
Dstar,100.0,2.4,72.85714285714286,0.02,584.5308876441233,72.29771140708196,21.987415,6.132699,1,1
f,100.0,2.4,72.85714285714286,0.02,0.015104988488899688,0.010088062149477033,0.1373539,0.029547578,0,0
D,100.0,2.4,72.85714285714286,0.08142857142857143,0.060191057005835394,0.05315351380572705,0.12625049,0.121672206,0,0
Dstar,100.0,2.4,72.85714285714286,0.08142857142857143,143.56898994767928,64.97008799959345,35.61756,15.814245,1,1
f,100.0,2.4,72.85714285714286,0.08142857142857143,0.015104988488899677,0.011229029569262462,0.04130031,0.05421153,0,0
D,100.0,2.4,72.85714285714286,0.14285714285714285,0.06450474942458692,0.059314620688302434,0.23999785,0.22294113,0,0
Dstar,100.0,2.4,72.85714285714286,0.14285714285714285,81.83432427017723,54.41594739053916,32.342674,9.74287,1,1
f,100.0,2.4,72.85714285714286,0.14285714285714285,0.01510498848889968,0.012512363262250187,0.060893614,0.053300753,0,0
D,100.0,2.4,72.85714285714286,0.20428571428571426,0.06948446975718522,0.06571185817600597,0.24445958,0.07469244,0,0
Dstar,100.0,2.4,72.85714285714286,0.20428571428571426,57.226800188935115,45.003912740561056,33.2189,6.4358964,1,1
f,100.0,2.4,72.85714285714286,0.20428571428571426,0.01510498848889968,0.0133860444529695,0.05988774,0.011146719,0,0
D,100.0,2.4,72.85714285714286,0.26571428571428574,0.07529737286916761,0.07245838568618931,0.13227049,0.050669927,0,0
Dstar,100.0,2.4,72.85714285714286,0.26571428571428574,43.996948532353315,37.66245509425647,32.105366,3.1403353,1,1
f,100.0,2.4,72.85714285714286,0.26571428571428574,0.015104988488899674,0.013923407203413599,0.028112302,0.0030163913,0,0
D,100.0,2.4,72.85714285714286,0.3271428571428572,0.08217165531794517,0.07993525534672705,0.22767118,0.12815608,0,0
Dstar,100.0,2.4,72.85714285714286,0.3271428571428572,35.73551278173677,32.08396211283626,32.843945,6.122644,0,0
f,100.0,2.4,72.85714285714286,0.3271428571428572,0.015104988488899681,0.01425726143513345,0.041393254,0.025690882,0,0
D,100.0,2.4,72.85714285714286,0.38857142857142857,0.0904272188195144,0.08858475235024753,0.17936297,0.11678292,0,0
Dstar,100.0,2.4,72.85714285714286,0.38857142857142857,30.08614862874164,27.808411854110556,35.464947,5.827293,0,0
f,100.0,2.4,72.85714285714286,0.38857142857142857,0.015104988488899686,0.014472785905433196,0.036620434,0.008172804,0,0
D,100.0,2.4,72.85714285714286,0.45,0.10052688222013552,0.0989445999986419,0.11749843,0.08945937,0,0
Dstar,100.0,2.4,72.85714285714286,0.45,25.979150561961028,24.470040893182944,34.23093,4.156177,0,0
f,100.0,2.4,72.85714285714286,0.45,0.015104988488899686,0.014617854506121911,0.018860808,0.0072619854,0,0
D,100.0,2.4,88.57142857142857,0.02,0.055835116136977454,0.04782787283742607,0.18591958,0.07742378,0,0
Dstar,100.0,2.4,88.57142857142857,0.02,1263.1525906132042,88.35448767155769,24.666441,7.2289314,1,1
f,100.0,2.4,88.57142857142857,0.02,0.01472502560265651,0.009916026594065945,0.14107724,0.027858878,0,0
D,100.0,2.4,88.57142857142857,0.08142857142857143,0.05956903525655761,0.051677740365711045,0.120801345,0.082716554,0,0
Dstar,100.0,2.4,88.57142857142857,0.08142857142857143,310.2480047120151,85.1686859966874,34.301975,14.290388,1,1
f,100.0,2.4,88.57142857142857,0.08142857142857143,0.014725025602656516,0.010330486655196291,0.039367527,0.03335687,0,0
D,100.0,2.4,88.57142857142857,0.14285714285714285,0.0638381494499442,0.056600273033191505,0.25200063,0.23035645,0,0
Dstar,100.0,2.4,88.57142857142857,0.14285714285714285,176.8413626858486,79.19367240623109,31.631502,8.399984,1,1
f,100.0,2.4,88.57142857142857,0.14285714285714285,0.014725025602656512,0.011028427790979664,0.065726735,0.054959007,0,0
D,100.0,2.4,88.57142857142857,0.20428571428571426,0.06876640874320746,0.062390327387555046,0.22701646,0.071307674,0,0
Dstar,100.0,2.4,88.57142857142857,0.20428571428571426,123.66528859150253,72.00763408518468,33.879585,6.522481,1,1
f,100.0,2.4,88.57142857142857,0.20428571428571426,0.014725025602656518,0.011752416781392475,0.054644704,0.009080444,0,0
D,100.0,2.4,88.57142857142857,0.26571428571428574,0.07451924060304775,0.06897579796560599,0.13584052,0.043334063,0,0
Dstar,100.0,2.4,88.57142857142857,0.26571428571428574,95.07600144400462,64.8070811987815,31.843597,3.2485764,1,1
f,100.0,2.4,88.57142857142857,0.26571428571428574,0.014725025602656512,0.012372276709579163,0.030009499,0.0043866225,0,0
D,100.0,2.4,88.57142857142857,0.3271428571428572,0.08132248337572515,0.07647980844642038,0.22608784,0.13224712,0,0
Dstar,100.0,2.4,88.57142857142857,0.3271428571428572,77.2233024829033,58.20648054118921,33.09537,4.899332,1,1
f,100.0,2.4,88.57142857142857,0.3271428571428572,0.014725025602656514,0.012860731234889214,0.040454376,0.026055086,0,0
D,100.0,2.4,88.57142857142857,0.38857142857142857,0.08949273287375359,0.08519752692846498,0.17391983,0.10927549,0,0
Dstar,100.0,2.4,88.57142857142857,0.38857142857142857,65.01520686979728,52.41085345977055,35.780407,6.5555687,1,1
